id,api_path,label
8287,Landroid/content/Intent;->putParcelableArrayListExtra(Ljava/lang/String; Ljava/util/ArrayList;)Landroid/content/Intent;,neither
8288,Landroid/content/Intent;->removeCategory(Ljava/lang/String;)V,neither
8289,Landroid/content/Intent;->removeExtra(Ljava/lang/String;)V,neither
8290,Landroid/content/Intent;->resolveActivity(Landroid/content/pm/PackageManager;)Landroid/content/ComponentName;,neither
8291,Landroid/content/Intent;->setAction(Ljava/lang/String;)Landroid/content/Intent;,neither
8292,Landroid/content/Intent;->setClass(Landroid/content/Context; Ljava/lang/Class;)Landroid/content/Intent;,neither
8293,Landroid/content/Intent;->setClassName(Landroid/content/Context; Ljava/lang/String;)Landroid/content/Intent;,neither
8294,Landroid/content/Intent;->setClassName(Ljava/lang/String; Ljava/lang/String;)Landroid/content/Intent;,neither
8295,Landroid/content/Intent;->setComponent(Landroid/content/ComponentName;)Landroid/content/Intent;,neither
8296,Landroid/content/Intent;->setData(Landroid/net/Uri;)Landroid/content/Intent;,neither
8297,Landroid/content/Intent;->setDataAndType(Landroid/net/Uri; Ljava/lang/String;)Landroid/content/Intent;,neither
8298,Landroid/content/Intent;->setFlags(I)Landroid/content/Intent;,neither
8299,Landroid/content/Intent;->setPackage(Ljava/lang/String;)Landroid/content/Intent;,neither
8300,Landroid/content/Intent;->setType(Ljava/lang/String;)Landroid/content/Intent;,neither
8301,Landroid/content/Intent;->toString()Ljava/lang/String;,neither
8302,Landroid/content/Intent;->toURI()Ljava/lang/String;,neither
8303,Landroid/content/Intent;->toUri(I)Ljava/lang/String;,neither
8304,Landroid/content/IntentFilter;-><init>(Landroid/content/IntentFilter;)V,neither
8305,Landroid/content/IntentFilter;-><init>(Ljava/lang/String;)V,neither
8306,Landroid/content/IntentFilter;->addAction(Ljava/lang/String;)V,neither
8307,Landroid/content/IntentFilter;->addDataScheme(Ljava/lang/String;)V,neither
8308,Landroid/content/IntentFilter;->countDataAuthorities()I,neither
8309,Landroid/content/IntentFilter;->countDataPaths()I,neither
8310,Landroid/content/IntentFilter;->hasAction(Ljava/lang/String;)Z,neither
8311,Landroid/content/MutableContextWrapper;-><init>(Landroid/content/Context;)V,neither
8312,Landroid/content/ServiceConnection;->onServiceConnected(Landroid/content/ComponentName; Landroid/os/IBinder;)V,neither
8313,Landroid/content/ServiceConnection;->onServiceDisconnected(Landroid/content/ComponentName;)V,neither
8314,Landroid/content/SharedPreferences$Editor;->clear()Landroid/content/SharedPreferences$Editor;,neither
8315,Landroid/content/SharedPreferences$Editor;->remove(Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;,neither
8316,Landroid/content/SharedPreferences;->contains(Ljava/lang/String;)Z,neither
8317,Landroid/content/SharedPreferences;->edit()Landroid/content/SharedPreferences$Editor;,neither
8318,Landroid/content/SharedPreferences;->registerOnSharedPreferenceChangeListener(Landroid/content/SharedPreferences$OnSharedPreferenceChangeListener;)V,neither
8319,Landroid/content/UriMatcher;-><init>(I)V,neither
8320,Landroid/content/UriMatcher;->match(Landroid/net/Uri;)I,neither
8321,Landroid/content/pm/ApkChecksum;->getType()I,neither
8322,Landroid/content/pm/InstallSourceInfo;->getInitiatingPackageName()Ljava/lang/String;,neither
8323,Landroid/content/pm/InstallSourceInfo;->getInstallingPackageName()Ljava/lang/String;,neither
8324,Landroid/content/pm/PackageInstaller$SessionInfo;->getAppPackageName()Ljava/lang/String;,neither
8325,Landroid/content/pm/PackageInstaller;->getAllSessions()Ljava/util/List;,neither
8326,Landroid/content/pm/PackageManager$PackageInfoFlags;->of(J)Landroid/content/pm/PackageManager$PackageInfoFlags;,neither
8327,Landroid/content/pm/PackageManager;->checkPermission(Ljava/lang/String; Ljava/lang/String;)I,neither
8328,Landroid/content/pm/PackageManager;->getActivityInfo(Landroid/content/ComponentName; I)Landroid/content/pm/ActivityInfo;,neither
8329,Landroid/content/pm/PackageManager;->getApplicationEnabledSetting(Ljava/lang/String;)I,neither
8330,Landroid/content/pm/PackageManager;->getApplicationIcon(Landroid/content/pm/ApplicationInfo;)Landroid/graphics/drawable/Drawable;,neither
8331,Landroid/content/pm/PackageManager;->getApplicationInfo(Ljava/lang/String; I)Landroid/content/pm/ApplicationInfo;,neither
8332,Landroid/content/pm/PackageManager;->getApplicationLabel(Landroid/content/pm/ApplicationInfo;)Ljava/lang/CharSequence;,neither
8333,Landroid/content/pm/PackageManager;->getInstallSourceInfo(Ljava/lang/String;)Landroid/content/pm/InstallSourceInfo;,neither
8334,Landroid/content/pm/PackageManager;->getInstalledApplications(I)Ljava/util/List;,neither
8335,Landroid/content/pm/PackageManager;->getInstallerPackageName(Ljava/lang/String;)Ljava/lang/String;,neither
8336,Landroid/content/pm/PackageManager;->getLaunchIntentForPackage(Ljava/lang/String;)Landroid/content/Intent;,neither
8337,Landroid/content/pm/PackageManager;->getNameForUid(I)Ljava/lang/String;,neither
8338,Landroid/content/pm/PackageManager;->getPackageInfo(Ljava/lang/String; I)Landroid/content/pm/PackageInfo;,neither
8339,Landroid/content/pm/PackageManager;->getPackageInfo(Ljava/lang/String; Landroid/content/pm/PackageManager$PackageInfoFlags;)Landroid/content/pm/PackageInfo;,neither
8340,Landroid/content/pm/PackageManager;->getPackageInstaller()Landroid/content/pm/PackageInstaller;,neither
8341,Landroid/content/pm/PackageManager;->getPackagesForUid(I)[Ljava/lang/String;,neither
8342,Landroid/content/pm/PackageManager;->getResourcesForApplication(Ljava/lang/String;)Landroid/content/res/Resources;,neither
8343,Landroid/content/pm/PackageManager;->hasSystemFeature(Ljava/lang/String;)Z,neither
8344,Landroid/content/pm/PackageManager;->isInstantApp(Ljava/lang/String;)Z,neither
8345,Landroid/content/pm/PackageManager;->queryBroadcastReceivers(Landroid/content/Intent; I)Ljava/util/List;,neither
8346,Landroid/content/pm/PackageManager;->queryIntentActivities(Landroid/content/Intent; I)Ljava/util/List;,neither
8347,Landroid/content/pm/PackageManager;->queryIntentServices(Landroid/content/Intent; I)Ljava/util/List;,neither
8348,Landroid/content/pm/PackageManager;->requestChecksums(Ljava/lang/String; Z I Ljava/util/List; Landroid/content/pm/PackageManager$OnChecksumsReadyListener;)V,neither
8349,Landroid/content/pm/PackageManager;->resolveActivity(Landroid/content/Intent; I)Landroid/content/pm/ResolveInfo;,neither
8350,Landroid/content/pm/PackageManager;->resolveContentProvider(Ljava/lang/String; I)Landroid/content/pm/ProviderInfo;,neither
8351,Landroid/content/pm/PackageManager;->resolveService(Landroid/content/Intent; I)Landroid/content/pm/ResolveInfo;,neither
8352,Landroid/content/pm/Signature;->equals(Ljava/lang/Object;)Z,neither
8353,Landroid/content/pm/Signature;->toByteArray()[B,neither
8354,Landroid/content/pm/SigningInfo;->getSigningCertificateHistory()[Landroid/content/pm/Signature;,neither
8355,Landroid/content/res/AssetFileDescriptor;-><init>(Landroid/os/ParcelFileDescriptor; J J)V,neither
8356,Landroid/content/res/AssetFileDescriptor;->createInputStream()Ljava/io/FileInputStream;,neither
8357,Landroid/content/res/AssetFileDescriptor;->getFileDescriptor()Ljava/io/FileDescriptor;,neither
8358,Landroid/content/res/AssetFileDescriptor;->getLength()J,neither
8359,Landroid/content/res/AssetFileDescriptor;->getStartOffset()J,neither
8360,Landroid/content/res/AssetManager;->open(Ljava/lang/String; I)Ljava/io/InputStream;,neither
8361,Landroid/content/res/AssetManager;->open(Ljava/lang/String;)Ljava/io/InputStream;,neither
8362,Landroid/content/res/AssetManager;->openFd(Ljava/lang/String;)Landroid/content/res/AssetFileDescriptor;,neither
8363,Landroid/content/res/ColorStateList;-><init>([[I [I)V,neither
8364,Landroid/content/res/ColorStateList;->getColorForState([I I)I,neither
8365,Landroid/content/res/ColorStateList;->getDefaultColor()I,neither
8366,Landroid/content/res/ColorStateList;->withAlpha(I)Landroid/content/res/ColorStateList;,neither
8367,Landroid/content/res/Configuration;->getLayoutDirection()I,neither
8368,Landroid/content/res/Configuration;->getLocales()Landroid/os/LocaleList;,neither
8369,Landroid/content/res/Resources$Theme;->obtainStyledAttributes(I [I)Landroid/content/res/TypedArray;,neither
8370,Landroid/content/res/Resources$Theme;->obtainStyledAttributes(Landroid/util/AttributeSet; [I I I)Landroid/content/res/TypedArray;,neither
8371,Landroid/content/res/Resources$Theme;->obtainStyledAttributes([I)Landroid/content/res/TypedArray;,neither
8372,Landroid/content/res/Resources$Theme;->resolveAttribute(I Landroid/util/TypedValue; Z)Z,neither
8373,Landroid/content/res/Resources;->getBoolean(I)Z,neither
8374,Landroid/content/res/Resources;->getColorStateList(I)Landroid/content/res/ColorStateList;,neither
8375,Landroid/content/res/Resources;->getConfiguration()Landroid/content/res/Configuration;,neither
8376,Landroid/content/res/Resources;->getDimensionPixelOffset(I)I,neither
8377,Landroid/content/res/Resources;->getDimensionPixelSize(I)I,neither
8378,Landroid/content/res/Resources;->getDisplayMetrics()Landroid/util/DisplayMetrics;,neither
8379,Landroid/content/res/Resources;->getIntArray(I)[I,neither
8380,Landroid/content/res/Resources;->getLayout(I)Landroid/content/res/XmlResourceParser;,neither
8381,Landroid/content/res/Resources;->getQuantityString(I I [Ljava/lang/Object;)Ljava/lang/String;,neither
8382,Landroid/content/res/Resources;->getResourceEntryName(I)Ljava/lang/String;,neither
8383,Landroid/content/res/Resources;->getResourceName(I)Ljava/lang/String;,neither
8384,Landroid/content/res/Resources;->getResourcePackageName(I)Ljava/lang/String;,neither
8385,Landroid/content/res/Resources;->getStringArray(I)[Ljava/lang/String;,neither
8386,Landroid/content/res/Resources;->getSystem()Landroid/content/res/Resources;,neither
8387,Landroid/content/res/Resources;->getText(I)Ljava/lang/CharSequence;,neither
8388,Landroid/content/res/Resources;->obtainAttributes(Landroid/util/AttributeSet; [I)Landroid/content/res/TypedArray;,neither
8389,Landroid/content/res/Resources;->obtainTypedArray(I)Landroid/content/res/TypedArray;,neither
8390,Landroid/content/res/Resources;->openRawResource(I Landroid/util/TypedValue;)Ljava/io/InputStream;,neither
8391,Landroid/content/res/Resources;->openRawResource(I)Ljava/io/InputStream;,neither
8392,Landroid/content/res/Resources;->openRawResourceFd(I)Landroid/content/res/AssetFileDescriptor;,neither
8393,Landroid/content/res/TypedArray;->getBoolean(I Z)Z,neither
8394,Landroid/content/res/TypedArray;->getColor(I I)I,neither
8395,Landroid/content/res/TypedArray;->getColorStateList(I)Landroid/content/res/ColorStateList;,neither
8396,Landroid/content/res/TypedArray;->getDimension(I F)F,neither
8397,Landroid/content/res/TypedArray;->getDimensionPixelOffset(I I)I,neither
8398,Landroid/content/res/TypedArray;->getDimensionPixelSize(I I)I,neither
8399,Landroid/content/res/TypedArray;->getDrawable(I)Landroid/graphics/drawable/Drawable;,neither
8400,Landroid/content/res/TypedArray;->getFloat(I F)F,neither
8401,Landroid/content/res/TypedArray;->getFraction(I I I F)F,neither
8402,Landroid/content/res/TypedArray;->getIndex(I)I,neither
8403,Landroid/content/res/TypedArray;->getIndexCount()I,neither
8404,Landroid/content/res/TypedArray;->getInt(I I)I,neither
8405,Landroid/content/res/TypedArray;->getInteger(I I)I,neither
8406,Landroid/content/res/TypedArray;->getResourceId(I I)I,neither
8407,Landroid/content/res/TypedArray;->getResources()Landroid/content/res/Resources;,neither
8408,Landroid/content/res/TypedArray;->getString(I)Ljava/lang/String;,neither
8409,Landroid/content/res/TypedArray;->getText(I)Ljava/lang/CharSequence;,neither
8410,Landroid/content/res/TypedArray;->hasValue(I)Z,neither
8411,Landroid/content/res/TypedArray;->length()I,neither
8412,Landroid/content/res/TypedArray;->peekValue(I)Landroid/util/TypedValue;,neither
8413,Landroid/database/AbstractCursor;->fillWindow(I Landroid/database/CursorWindow;)V,neither
8414,Landroid/database/AbstractCursor;->onMove(I I)Z,neither
8415,Landroid/database/AbstractWindowedCursor;->getWindow()Landroid/database/CursorWindow;,neither
8416,Landroid/database/ContentObserver;-><init>(Landroid/os/Handler;)V,neither
8417,Landroid/database/ContentObserver;->onChange(Z)V,neither
8418,Landroid/database/Cursor;->getColumnCount()I,neither
8419,Landroid/database/Cursor;->getColumnIndex(Ljava/lang/String;)I,neither
8420,Landroid/database/Cursor;->getColumnIndexOrThrow(Ljava/lang/String;)I,neither
8421,Landroid/database/Cursor;->getColumnNames()[Ljava/lang/String;,neither
8422,Landroid/database/Cursor;->getCount()I,neither
8423,Landroid/database/Cursor;->getType(I)I,neither
8424,Landroid/database/Cursor;->isNull(I)Z,neither
8425,Landroid/database/Cursor;->moveToPosition(I)Z,neither
8426,Landroid/database/CursorIndexOutOfBoundsException;-><init>(I I)V,neither
8427,Landroid/database/CursorWindow;-><init>(Z)V,neither
8428,Landroid/database/CursorWindow;->allocRow()Z,neither
8429,Landroid/database/CursorWindow;->copyStringToBuffer(I I Landroid/database/CharArrayBuffer;)V,neither
8430,Landroid/database/CursorWindow;->freeLastRow()V,neither
8431,Landroid/database/CursorWindow;->getBlob(I I)[B,neither
8432,Landroid/database/CursorWindow;->getDouble(I I)D,neither
8433,Landroid/database/CursorWindow;->getFloat(I I)F,neither
8434,Landroid/database/CursorWindow;->getInt(I I)I,neither
8435,Landroid/database/CursorWindow;->getLong(I I)J,neither
8436,Landroid/database/CursorWindow;->getNumRows()I,neither
8437,Landroid/database/CursorWindow;->getStartPosition()I,neither
8438,Landroid/database/CursorWindow;->getString(I I)Ljava/lang/String;,neither
8439,Landroid/database/CursorWindow;->isNull(I I)Z,neither
8440,Landroid/database/CursorWindow;->putBlob([B I I)Z,neither
8441,Landroid/database/CursorWindow;->putDouble(D I I)Z,neither
8442,Landroid/database/CursorWindow;->putLong(J I I)Z,neither
8443,Landroid/database/CursorWindow;->putNull(I I)Z,neither
8444,Landroid/database/CursorWindow;->putString(Ljava/lang/String; I I)Z,neither
8445,Landroid/database/CursorWindow;->setNumColumns(I)Z,neither
8446,Landroid/database/CursorWrapper;-><init>(Landroid/database/Cursor;)V,neither
8447,Landroid/database/CursorWrapper;->getColumnNames()[Ljava/lang/String;,neither
8448,Landroid/database/CursorWrapper;->getCount()I,neither
8449,Landroid/database/CursorWrapper;->getWrappedCursor()Landroid/database/Cursor;,neither
8450,Landroid/database/CursorWrapper;->moveToPosition(I)Z,neither
8451,Landroid/database/MatrixCursor;-><init>([Ljava/lang/String; I)V,neither
8452,Landroid/database/MatrixCursor;->addRow([Ljava/lang/Object;)V,neither
8453,Landroid/database/sqlite/SQLiteClosable;->acquireReference()V,neither
8454,Landroid/database/sqlite/SQLiteDatabase;->beginTransaction()V,neither
8455,Landroid/database/sqlite/SQLiteDatabase;->beginTransactionNonExclusive()V,neither
8456,Landroid/database/sqlite/SQLiteDatabase;->endTransaction()V,neither
8457,Landroid/database/sqlite/SQLiteDatabase;->inTransaction()Z,neither
8458,Landroid/database/sqlite/SQLiteDatabase;->insertWithOnConflict(Ljava/lang/String; Ljava/lang/String; Landroid/content/ContentValues; I)J,neither
8459,Landroid/database/sqlite/SQLiteDatabase;->query(Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)Landroid/database/Cursor;,neither
8460,Landroid/database/sqlite/SQLiteDatabase;->query(Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)Landroid/database/Cursor;,neither
8461,Landroid/database/sqlite/SQLiteDatabase;->updateWithOnConflict(Ljava/lang/String; Landroid/content/ContentValues; Ljava/lang/String; [Ljava/lang/String; I)I,neither
8462,Landroid/database/sqlite/SQLiteOpenHelper;-><init>(Landroid/content/Context; Ljava/lang/String; Landroid/database/sqlite/SQLiteDatabase$CursorFactory; I)V,neither
8463,Landroid/database/sqlite/SQLiteOpenHelper;->getReadableDatabase()Landroid/database/sqlite/SQLiteDatabase;,neither
8464,Landroid/database/sqlite/SQLiteOpenHelper;->getWritableDatabase()Landroid/database/sqlite/SQLiteDatabase;,neither
8465,Landroid/database/sqlite/SQLiteQueryBuilder;->query(Landroid/database/sqlite/SQLiteDatabase; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)Landroid/database/Cursor;,neither
8466,Landroid/graphics/Bitmap$Config;->values()[Landroid/graphics/Bitmap$Config;,neither
8467,Landroid/graphics/Bitmap;->compress(Landroid/graphics/Bitmap$CompressFormat; I Ljava/io/OutputStream;)Z,neither
8468,Landroid/graphics/Bitmap;->copy(Landroid/graphics/Bitmap$Config; Z)Landroid/graphics/Bitmap;,neither
8469,Landroid/graphics/Bitmap;->copyPixelsFromBuffer(Ljava/nio/Buffer;)V,neither
8470,Landroid/graphics/Bitmap;->copyPixelsToBuffer(Ljava/nio/Buffer;)V,neither
8471,Landroid/graphics/Bitmap;->createBitmap(I I Landroid/graphics/Bitmap$Config;)Landroid/graphics/Bitmap;,neither
8472,Landroid/graphics/Bitmap;->createBitmap(Landroid/graphics/Bitmap; I I I I Landroid/graphics/Matrix; Z)Landroid/graphics/Bitmap;,neither
8473,Landroid/graphics/Bitmap;->createBitmap(Landroid/graphics/Bitmap; I I I I)Landroid/graphics/Bitmap;,neither
8474,Landroid/graphics/Bitmap;->createBitmap(Landroid/graphics/Bitmap;)Landroid/graphics/Bitmap;,neither
8475,Landroid/graphics/Bitmap;->createBitmap([I I I Landroid/graphics/Bitmap$Config;)Landroid/graphics/Bitmap;,neither
8476,Landroid/graphics/Bitmap;->createScaledBitmap(Landroid/graphics/Bitmap; I I Z)Landroid/graphics/Bitmap;,neither
8477,Landroid/graphics/Bitmap;->eraseColor(I)V,neither
8478,Landroid/graphics/Bitmap;->getAllocationByteCount()I,neither
8479,Landroid/graphics/Bitmap;->getByteCount()I,neither
8480,Landroid/graphics/Bitmap;->getConfig()Landroid/graphics/Bitmap$Config;,neither
8481,Landroid/graphics/Bitmap;->getDensity()I,neither
8482,Landroid/graphics/Bitmap;->getHeight()I,neither
8483,Landroid/graphics/Bitmap;->getPixel(I I)I,neither
8484,Landroid/graphics/Bitmap;->getPixels([I I I I I I I)V,neither
8485,Landroid/graphics/Bitmap;->getRowBytes()I,neither
8486,Landroid/graphics/Bitmap;->getWidth()I,neither
8487,Landroid/graphics/Bitmap;->prepareToDraw()V,neither
8488,Landroid/graphics/Bitmap;->reconfigure(I I Landroid/graphics/Bitmap$Config;)V,neither
8489,Landroid/graphics/Bitmap;->sameAs(Landroid/graphics/Bitmap;)Z,neither
8490,Landroid/graphics/BitmapFactory;->decodeByteArray([B I I Landroid/graphics/BitmapFactory$Options;)Landroid/graphics/Bitmap;,neither
8491,Landroid/graphics/BitmapFactory;->decodeByteArray([B I I)Landroid/graphics/Bitmap;,neither
8492,Landroid/graphics/BitmapFactory;->decodeFile(Ljava/lang/String; Landroid/graphics/BitmapFactory$Options;)Landroid/graphics/Bitmap;,neither
8493,Landroid/graphics/BitmapFactory;->decodeFile(Ljava/lang/String;)Landroid/graphics/Bitmap;,neither
8494,Landroid/graphics/BitmapFactory;->decodeFileDescriptor(Ljava/io/FileDescriptor; Landroid/graphics/Rect; Landroid/graphics/BitmapFactory$Options;)Landroid/graphics/Bitmap;,neither
8495,Landroid/graphics/BitmapFactory;->decodeFileDescriptor(Ljava/io/FileDescriptor;)Landroid/graphics/Bitmap;,neither
8496,Landroid/graphics/BitmapFactory;->decodeResource(Landroid/content/res/Resources; I Landroid/graphics/BitmapFactory$Options;)Landroid/graphics/Bitmap;,neither
8497,Landroid/graphics/BitmapFactory;->decodeResource(Landroid/content/res/Resources; I)Landroid/graphics/Bitmap;,neither
8498,Landroid/graphics/BitmapFactory;->decodeResourceStream(Landroid/content/res/Resources; Landroid/util/TypedValue; Ljava/io/InputStream; Landroid/graphics/Rect; Landroid/graphics/BitmapFactory$Options;)Landroid/graphics/Bitmap;,neither
8499,Landroid/graphics/BitmapFactory;->decodeStream(Ljava/io/InputStream; Landroid/graphics/Rect; Landroid/graphics/BitmapFactory$Options;)Landroid/graphics/Bitmap;,neither
8500,Landroid/graphics/BitmapFactory;->decodeStream(Ljava/io/InputStream;)Landroid/graphics/Bitmap;,neither
8501,Landroid/graphics/BitmapRegionDecoder;->decodeRegion(Landroid/graphics/Rect; Landroid/graphics/BitmapFactory$Options;)Landroid/graphics/Bitmap;,neither
8502,Landroid/graphics/BitmapRegionDecoder;->newInstance(Ljava/io/InputStream; Z)Landroid/graphics/BitmapRegionDecoder;,neither
8503,Landroid/graphics/BitmapShader;-><init>(Landroid/graphics/Bitmap; Landroid/graphics/Shader$TileMode; Landroid/graphics/Shader$TileMode;)V,neither
8504,Landroid/graphics/Camera;->getMatrix(Landroid/graphics/Matrix;)V,neither
8505,Landroid/graphics/Camera;->restore()V,neither
8506,Landroid/graphics/Camera;->rotateX(F)V,neither
8507,Landroid/graphics/Camera;->rotateY(F)V,neither
8508,Landroid/graphics/Camera;->save()V,neither
8509,Landroid/graphics/Camera;->translate(F F F)V,neither
8510,Landroid/graphics/Canvas;-><init>(Landroid/graphics/Bitmap;)V,neither
8511,Landroid/graphics/Canvas;->clipOutPath(Landroid/graphics/Path;)Z,neither
8512,Landroid/graphics/Canvas;->clipOutRect(Landroid/graphics/RectF;)Z,neither
8513,Landroid/graphics/Canvas;->clipPath(Landroid/graphics/Path; Landroid/graphics/Region$Op;)Z,neither
8514,Landroid/graphics/Canvas;->clipPath(Landroid/graphics/Path;)Z,neither
8515,Landroid/graphics/Canvas;->clipRect(F F F F Landroid/graphics/Region$Op;)Z,neither
8516,Landroid/graphics/Canvas;->clipRect(F F F F)Z,neither
8517,Landroid/graphics/Canvas;->clipRect(I I I I)Z,neither
8518,Landroid/graphics/Canvas;->clipRect(Landroid/graphics/Rect; Landroid/graphics/Region$Op;)Z,neither
8519,Landroid/graphics/Canvas;->clipRect(Landroid/graphics/Rect;)Z,neither
8520,Landroid/graphics/Canvas;->clipRect(Landroid/graphics/RectF; Landroid/graphics/Region$Op;)Z,neither
8521,Landroid/graphics/Canvas;->clipRect(Landroid/graphics/RectF;)Z,neither
8522,Landroid/graphics/Canvas;->concat(Landroid/graphics/Matrix;)V,neither
8523,Landroid/graphics/Canvas;->drawARGB(I I I I)V,neither
8524,Landroid/graphics/Canvas;->drawArc(Landroid/graphics/RectF; F F Z Landroid/graphics/Paint;)V,neither
8525,Landroid/graphics/Canvas;->drawBitmap(Landroid/graphics/Bitmap; F F Landroid/graphics/Paint;)V,neither
8526,Landroid/graphics/Canvas;->drawBitmap(Landroid/graphics/Bitmap; Landroid/graphics/Rect; Landroid/graphics/Rect; Landroid/graphics/Paint;)V,neither
8527,Landroid/graphics/Canvas;->drawBitmap(Landroid/graphics/Bitmap; Landroid/graphics/Rect; Landroid/graphics/RectF; Landroid/graphics/Paint;)V,neither
8528,Landroid/graphics/Canvas;->drawCircle(F F F Landroid/graphics/Paint;)V,neither
8529,Landroid/graphics/Canvas;->drawColor(I Landroid/graphics/PorterDuff$Mode;)V,neither
8530,Landroid/graphics/Canvas;->drawColor(I)V,neither
8531,Landroid/graphics/Canvas;->drawLine(F F F F Landroid/graphics/Paint;)V,neither
8532,Landroid/graphics/Canvas;->drawLines([F Landroid/graphics/Paint;)V,neither
8533,Landroid/graphics/Canvas;->drawOval(Landroid/graphics/RectF; Landroid/graphics/Paint;)V,neither
8534,Landroid/graphics/Canvas;->drawPaint(Landroid/graphics/Paint;)V,neither
8535,Landroid/graphics/Canvas;->drawPath(Landroid/graphics/Path; Landroid/graphics/Paint;)V,neither
8536,Landroid/graphics/Canvas;->drawRect(F F F F Landroid/graphics/Paint;)V,neither
8537,Landroid/graphics/Canvas;->drawRect(Landroid/graphics/Rect; Landroid/graphics/Paint;)V,neither
8538,Landroid/graphics/Canvas;->drawRect(Landroid/graphics/RectF; Landroid/graphics/Paint;)V,neither
8539,Landroid/graphics/Canvas;->drawRoundRect(Landroid/graphics/RectF; F F Landroid/graphics/Paint;)V,neither
8540,Landroid/graphics/Canvas;->drawText(Ljava/lang/CharSequence; I I F F Landroid/graphics/Paint;)V,neither
8541,Landroid/graphics/Canvas;->drawText(Ljava/lang/String; F F Landroid/graphics/Paint;)V,neither
8542,Landroid/graphics/Canvas;->drawTextOnPath(Ljava/lang/String; Landroid/graphics/Path; F F Landroid/graphics/Paint;)V,neither
8543,Landroid/graphics/Canvas;->getClipBounds(Landroid/graphics/Rect;)Z,neither
8544,Landroid/graphics/Canvas;->getHeight()I,neither
8545,Landroid/graphics/Canvas;->getMatrix()Landroid/graphics/Matrix;,neither
8546,Landroid/graphics/Canvas;->getMatrix(Landroid/graphics/Matrix;)V,neither
8547,Landroid/graphics/Canvas;->getWidth()I,neither
8548,Landroid/graphics/Canvas;->restore()V,neither
8549,Landroid/graphics/Canvas;->restoreToCount(I)V,neither
8550,Landroid/graphics/Canvas;->rotate(F F F)V,neither
8551,Landroid/graphics/Canvas;->save()I,neither
8552,Landroid/graphics/Canvas;->saveLayer(Landroid/graphics/RectF; Landroid/graphics/Paint; I)I,neither
8553,Landroid/graphics/Canvas;->saveLayer(Landroid/graphics/RectF; Landroid/graphics/Paint;)I,neither
8554,Landroid/graphics/Canvas;->saveLayerAlpha(Landroid/graphics/RectF; I I)I,neither
8555,Landroid/graphics/Canvas;->scale(F F F F)V,neither
8556,Landroid/graphics/Canvas;->scale(F F)V,neither
8557,Landroid/graphics/Canvas;->translate(F F)V,neither
8558,Landroid/graphics/Color;->HSVToColor(I [F)I,neither
8559,Landroid/graphics/Color;->HSVToColor([F)I,neither
8560,Landroid/graphics/Color;->alpha(I)I,neither
8561,Landroid/graphics/Color;->argb(I I I I)I,neither
8562,Landroid/graphics/Color;->blue(I)I,neither
8563,Landroid/graphics/Color;->colorToHSV(I [F)V,neither
8564,Landroid/graphics/Color;->green(I)I,neither
8565,Landroid/graphics/Color;->parseColor(Ljava/lang/String;)I,neither
8566,Landroid/graphics/Color;->red(I)I,neither
8567,Landroid/graphics/Color;->rgb(I I I)I,neither
8568,Landroid/graphics/ColorMatrix;-><init>([F)V,neither
8569,Landroid/graphics/ColorMatrixColorFilter;-><init>(Landroid/graphics/ColorMatrix;)V,neither
8570,Landroid/graphics/ColorSpace;->get(Landroid/graphics/ColorSpace$Named;)Landroid/graphics/ColorSpace;,neither
8571,Landroid/graphics/ColorSpace;->hashCode()I,neither
8572,Landroid/graphics/ComposeShader;-><init>(Landroid/graphics/Shader; Landroid/graphics/Shader; Landroid/graphics/PorterDuff$Mode;)V,neither
8573,Landroid/graphics/DashPathEffect;-><init>([F F)V,neither
8574,Landroid/graphics/LinearGradient;-><init>(F F F F I I Landroid/graphics/Shader$TileMode;)V,neither
8575,Landroid/graphics/LinearGradient;-><init>(F F F F [I [F Landroid/graphics/Shader$TileMode;)V,neither
8576,Landroid/graphics/Matrix;-><init>(Landroid/graphics/Matrix;)V,neither
8577,Landroid/graphics/Matrix;->equals(Ljava/lang/Object;)Z,neither
8578,Landroid/graphics/Matrix;->getValues([F)V,neither
8579,Landroid/graphics/Matrix;->invert(Landroid/graphics/Matrix;)Z,neither
8580,Landroid/graphics/Matrix;->mapPoints([F [F)V,neither
8581,Landroid/graphics/Matrix;->mapPoints([F)V,neither
8582,Landroid/graphics/Matrix;->mapRect(Landroid/graphics/RectF; Landroid/graphics/RectF;)Z,neither
8583,Landroid/graphics/Matrix;->mapRect(Landroid/graphics/RectF;)Z,neither
8584,Landroid/graphics/Matrix;->postConcat(Landroid/graphics/Matrix;)Z,neither
8585,Landroid/graphics/Matrix;->postRotate(F F F)Z,neither
8586,Landroid/graphics/Matrix;->postRotate(F)Z,neither
8587,Landroid/graphics/Matrix;->postScale(F F F F)Z,neither
8588,Landroid/graphics/Matrix;->postScale(F F)Z,neither
8589,Landroid/graphics/Matrix;->postTranslate(F F)Z,neither
